ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
1498 ,2256 ,S BRUNSWICK,-74.575914,40.380936,C,1,Y,589 ,186 ,26802 ,28009 ,36665 ,27706 ,26563 ,36311 ,30686 ,32635 ,35564 ,28865 ,35793 ,46627 ,392228 
1499 ,2258 ,STOUGHTON,-71.0707,42.1519,B,1,Y,579 ,197 ,34054 ,35587 ,46585 ,35202 ,33750 ,46135 ,38988 ,41465 ,45186 ,36675 ,45478 ,59242 ,498348 
1500 ,2259 ,COLUMBIA HEIGHTS,-77.033725,38.929131,A+,2,Y,560 ,146 ,72526 ,72182 ,94491 ,71402 ,68456 ,93578 ,79081 ,84105 ,91652 ,78109 ,96856 ,126170 ,1028607 
1501 ,2260 ,APPLE VALLEY N,-117.219111,34.527608,B,5,Y,3806 ,44 ,28076 ,29339 ,38407 ,29022 ,27825 ,38036 ,32144 ,34186 ,38483 ,31464 ,36266 ,47614 ,410863 
1502 ,2261 ,SHERIDAN,-105.005977,39.650597,B,1,Y,554 ,110 ,36323 ,37958 ,49689 ,37548 ,35999 ,49209 ,41586 ,44228 ,48197 ,39119 ,48507 ,63189 ,531550 
1503 ,2262 ,RICHLAND TWP N,-79.941,40.642612,D,1,Y,3804 ,223 ,18021 ,18833 ,24653 ,18629 ,17861 ,24415 ,20633 ,21943 ,23913 ,19409 ,24067 ,31351 ,263726 
1504 ,2263 ,MATTESON,-87.730021,41.499822,C,1,Y,3809 ,71 ,23211 ,23101 ,30240 ,22851 ,21908 ,29948 ,25309 ,26917 ,30799 ,24998 ,30997 ,40379 ,330658 
1505 ,2264 ,WINTER GARDEN,-81.585764,28.523062,A,6,Y,556 ,250 ,40815 ,42652 ,55835 ,42191 ,40451 ,55295 ,46729 ,49697 ,54157 ,43957 ,54507 ,71004 ,597290 
1506 ,2265 ,CORAL SPRINGS NW,-80.251636,26.297005,C,6,Y,3808 ,419 ,20275 ,20178 ,26415 ,19960 ,19137 ,26160 ,22107 ,23511 ,26902 ,21835 ,27076 ,35271 ,288826 
1507 ,2266 ,FAIRVIEW PARK,-81.850474,41.458414,B,1,Y,587 ,246 ,34302 ,35846 ,46924 ,35458 ,33996 ,46471 ,39272 ,41767 ,45515 ,36942 ,45808 ,59673 ,501972 
1508 ,2267 ,EASTON,-71.141978,42.0282,C,1,Y,579 ,199 ,26461 ,27652 ,36198 ,27353 ,26224 ,35848 ,30295 ,32219 ,35110 ,28497 ,35337 ,46032 ,387225 
1509 ,2268 ,W SACRAMENTO,-121.537132,38.550834,C,3,Y,555 ,21 ,23391 ,23280 ,30475 ,23028 ,22078 ,30180 ,26780 ,28481 ,32062 ,26214 ,30215 ,39669 ,335853 
1510 ,2269 ,TITUSVILLE ,-80.841103,28.552148,D,6,Y,3808 ,245 ,20430 ,21349 ,27947 ,21118 ,20247 ,27677 ,23390 ,24876 ,27108 ,22002 ,27283 ,35540 ,298968 
1511 ,2270 ,EL DORADO HILLS,-121.063082,38.649816,B,3,Y,555 ,43 ,35129 ,34962 ,45768 ,34584 ,33158 ,47592 ,40219 ,42774 ,48152 ,39368 ,45378 ,59577 ,506660 
1512 ,2271 ,ANNAPOLIS,-76.5397,38.9807,A,2,Y,560 ,172 ,45259 ,45044 ,58965 ,44557 ,42719 ,58396 ,51817 ,55108 ,60054 ,48743 ,60441 ,78735 ,649838 
1513 ,2272 ,STERLING W,-77.4388,39.0084,B,2,Y,560 ,138 ,32472 ,33933 ,46642 ,33567 ,32182 ,43992 ,37177 ,39538 ,43087 ,34971 ,43365 ,56489 ,477415 
1514 ,2273 ,BOSSIER CITY,-93.7085,32.5591,C,4,Y,578 ,106 ,24379 ,25476 ,33350 ,25201 ,24161 ,33028 ,27911 ,29685 ,32348 ,26255 ,32557 ,42411 ,356764 
1515 ,2274 ,PRATTVILLE,-86.396047,32.457672,D,4,Y,580 ,170 ,15146 ,15828 ,20720 ,15657 ,15011 ,20520 ,17341 ,18442 ,20097 ,16312 ,20227 ,26349 ,221648 
1516 ,2275 ,COMPTON ,-118.219413,33.879955,C,5,Y,553 ,56 ,32604 ,32449 ,42478 ,32099 ,30775 ,44171 ,37328 ,39700 ,44691 ,36539 ,42116 ,55295 ,470245 
1517 ,2276 ,ALABASTER,-86.80583,33.226509,D,4,Y,580 ,111 ,20264 ,21176 ,27721 ,20948 ,20083 ,27454 ,23200 ,24674 ,26889 ,21824 ,27062 ,35253 ,296548 
1518 ,2277 ,LEXINGTON,-81.192415,34.0065,C,4,Y,594 ,35 ,25840 ,27003 ,35349 ,26711 ,25609 ,35007 ,29584 ,31463 ,34287 ,27829 ,34508 ,44952 ,378141 
1519 ,2278 ,TEMPLE,-97.385495,31.09265,D,4,Y,3801 ,114 ,18640 ,19479 ,25499 ,19269 ,18474 ,25253 ,21341 ,22697 ,24733 ,20075 ,24893 ,32427 ,272780 
1520 ,2279 ,PACE,-87.127958,30.602323,D,7,Y,580 ,325 ,19423 ,20297 ,26570 ,20078 ,19250 ,26314 ,22237 ,23650 ,25772 ,20918 ,25939 ,33789 ,284237 
1521 ,2280 ,HAWTHORNE,-118.318806,33.922712,A,5,Y,3806 ,64 ,34884 ,36454 ,50107 ,36060 ,34573 ,47260 ,39938 ,42475 ,47816 ,39094 ,45061 ,59161 ,512882 
1522 ,2281 ,SAN JOSE CENTRAL ,-121.866808,37.303565,C,3,Y,593 ,221 ,37743 ,37564 ,49173 ,37158 ,35625 ,51133 ,43212 ,45957 ,51735 ,42298 ,48754 ,64009 ,544360 
1523 ,2283 ,LONGVIEW,-94.726442,32.549104,B,4,Y,578 ,45 ,29206 ,30520 ,39953 ,30191 ,28945 ,39567 ,33438 ,35562 ,38753 ,31454 ,39003 ,50808 ,427400 
1524 ,2284 ,FORT SMITH,-94.38964,35.339423,B,4,Y,3803 ,330 ,22111 ,23106 ,30247 ,22856 ,21914 ,29955 ,25315 ,26923 ,29339 ,23813 ,29528 ,38465 ,323572 
1525 ,2287 ,METHUEN,-71.1602,42.7401,D,1,Y,579 ,172 ,19478 ,20354 ,26645 ,20134 ,19304 ,26388 ,22300 ,23716 ,25845 ,20977 ,26011 ,33884 ,285036 
1526 ,2288 ,AUSTIN SOUTHPARK,-97.792677,30.162964,B,7,Y,578 ,244 ,32107 ,33552 ,43922 ,33190 ,31820 ,43498 ,36759 ,39094 ,42603 ,34578 ,42877 ,55855 ,469856 
1527 ,2289 ,OLDSMAR,-82.612318,28.016912,B,6,Y,556 ,273 ,31216 ,32621 ,42703 ,32269 ,30938 ,42291 ,35739 ,38010 ,41421 ,33619 ,41688 ,54305 ,456819 
1528 ,2290 ,RENTON,-122.199684,47.496556,B,1,Y,558 ,236 ,35985 ,37604 ,49227 ,37198 ,35663 ,48751 ,41199 ,43816 ,47748 ,38754 ,48056 ,62601 ,526601 
1529 ,2292 ,WAREHAM,-70.746285,41.772956,C,1,Y,579 ,226 ,30978 ,32372 ,42377 ,32022 ,30701 ,41968 ,35466 ,37719 ,41104 ,33362 ,41369 ,53890 ,453331 
1530 ,2293 ,ROMEOVILLE,-88.121262,41.612231,D,1,Y,3809 ,49 ,13553 ,13488 ,17657 ,13342 ,12792 ,17486 ,14777 ,15716 ,17983 ,14596 ,18099 ,23577 ,193067 
1531 ,2294 ,WAYNESBORO,-78.942602,38.057165,D,2,Y,560 ,8 ,18073 ,18886 ,24724 ,18682 ,17912 ,24485 ,20692 ,22006 ,23981 ,19464 ,24136 ,31441 ,264481 
1532 ,2295 ,CICERO,-76.122401,43.161927,D,1,Y,3802 ,113 ,21563 ,22533 ,29497 ,22290 ,21370 ,29213 ,24687 ,26255 ,28611 ,23222 ,28796 ,37511 ,315549 
1533 ,2296 ,WILLIAMSBURG EAST,-76.6387,37.2524,D,4,Y,3811 ,315 ,16592 ,17339 ,22698 ,17151 ,16444 ,22478 ,18996 ,20203 ,22016 ,17869 ,22158 ,28864 ,242808 
1534 ,2297 ,FRONT ROYAL,-78.193967,38.965865,D,2,Y,560 ,93 ,14943 ,15615 ,20441 ,15447 ,14809 ,20244 ,17108 ,18195 ,19827 ,16093 ,19955 ,25995 ,218672 
1535 ,2300 ,RICHFIELD,-93.249402,44.885899,AA,1,Y,590 ,198 ,70465 ,73636 ,96395 ,72841 ,69836 ,95464 ,80675 ,85800 ,93499 ,75888 ,94102 ,122584 ,1031185 
1536 ,2301 ,BRUNSWICK,-81.481712,31.2019,C,7,Y,3808 ,44 ,21898 ,22883 ,29956 ,22636 ,21702 ,29667 ,25071 ,26663 ,29056 ,23583 ,29243 ,38094 ,320453 
1537 ,2302 ,MUHLENBERG TOWNSHIP,-75.9288,40.3995,C,1,Y,589 ,110 ,19557 ,20437 ,26754 ,20216 ,19382 ,26495 ,22391 ,23813 ,25950 ,21062 ,26117 ,34022 ,286197 
1538 ,2303 ,LINCOLN SW,-96.66557,40.72767,B,1,Y,590 ,300 ,49119 ,51330 ,67194 ,50775 ,48680 ,66545 ,56236 ,59808 ,65176 ,52900 ,65596 ,85449 ,718808 
1539 ,2304 ,WESTMINSTER NW,-118.0109,33.7466,B,5,Y,553 ,54 ,35690 ,35520 ,46498 ,35136 ,33687 ,46049 ,38915 ,41387 ,48920 ,39997 ,46102 ,60527 ,508428 
1540 ,2305 ,TORRINGTON,-73.075714,41.818533,C,1,Y,3802 ,115 ,21838 ,22821 ,29874 ,22574 ,21643 ,29586 ,25002 ,26591 ,28977 ,23519 ,29164 ,37991 ,319580 
1541 ,2306 ,MARINA,-121.810661,36.667862,C,3,Y,593 ,197 ,22005 ,22995 ,30102 ,22747 ,21808 ,29812 ,25193 ,26794 ,30162 ,24660 ,28424 ,37319 ,322021 
1542 ,2307 ,GLENDALE,-118.2585,34.1445,A+,5,Y,593 ,124 ,55009 ,54747 ,71668 ,54156 ,51922 ,70976 ,59980 ,63790 ,75401 ,61647 ,71057 ,93291 ,783642 
1543 ,2308 ,BRISTOL,-82.109455,36.636985,D,4,Y,3811 ,123 ,24431 ,25531 ,33421 ,25255 ,24213 ,33099 ,27971 ,29748 ,32417 ,26311 ,32626 ,42501 ,357525 
1544 ,2309 ,MORENO VALLEY E,-117.1893,33.9373,B,5,Y,3806 ,21 ,31124 ,32525 ,42577 ,32174 ,30846 ,42166 ,35634 ,37897 ,42662 ,34880 ,40204 ,52784 ,455474 
1545 ,2310 ,EASTON,-76.087618,38.781296,C,2,Y,560 ,213 ,26730 ,27933 ,36566 ,27631 ,26491 ,36213 ,30603 ,32547 ,35468 ,28787 ,35696 ,46500 ,391164 
1546 ,2312 ,SPRINGFIELD W,-75.3504,39.9151,A,1,Y,589 ,137 ,46908 ,49020 ,64170 ,48490 ,46489 ,63550 ,53705 ,57117 ,62242 ,50519 ,62644 ,81604 ,686456 
1547 ,2313 ,EDINA,-93.323006,44.875488,AAA+,1,Y,551 ,26 ,84664 ,88474 ,115819 ,87518 ,83908 ,114700 ,96931 ,103088 ,112339 ,91180 ,113064 ,147284 ,1238969 
1548 ,2314 ,RICHLAND,-119.312784,46.258773,D,1,Y,558 ,280 ,19272 ,20140 ,26364 ,19922 ,19100 ,26110 ,22065 ,23467 ,25572 ,20756 ,25737 ,33527 ,282033 
1549 ,2315 ,AUGUSTA,-69.805,44.3124,D,1,Y,579 ,290 ,20407 ,21325 ,27916 ,21095 ,20224 ,27646 ,23363 ,24848 ,27077 ,21977 ,27252 ,35500 ,298632 
1550 ,2316 ,CAPE CORAL N,-81.93371,26.669449,B,6,Y,556 ,381 ,28526 ,29810 ,39023 ,29488 ,28271 ,38646 ,32659 ,34734 ,37851 ,30721 ,38095 ,49625 ,417448 
1551 ,2317 ,COCONUT POINT,-81.807408,26.40176,C,6,Y,556 ,400 ,23917 ,24993 ,32718 ,24723 ,23703 ,32401 ,27382 ,29121 ,31735 ,25757 ,31939 ,41606 ,349996 
1552 ,2319 ,SIGNAL HILL,-118.182159,33.816356,B,5,Y,3806 ,62 ,33163 ,34656 ,47636 ,34282 ,32867 ,44929 ,37969 ,40381 ,45457 ,37165 ,42838 ,56243 ,487587 
1553 ,2320 ,LEAGUE CITY,-95.0842,29.4649,B,7,Y,578 ,235 ,28711 ,30004 ,39277 ,29679 ,28455 ,38897 ,32871 ,34959 ,38097 ,30921 ,38342 ,49947 ,420161 
1554 ,2321 ,ROCHESTER S,-92.4638,43.9553,B,1,Y,590 ,117 ,30685 ,32067 ,41977 ,31720 ,30412 ,41572 ,35132 ,37363 ,40716 ,33047 ,40979 ,53382 ,449052 
1555 ,2322 ,MENTOR,-81.2936,41.6862,C,1,Y,3804 ,187 ,24910 ,26031 ,34076 ,25750 ,24687 ,33747 ,28519 ,30331 ,33053 ,26827 ,33266 ,43334 ,364530 
1556 ,2323 ,MANASSAS WEST,-77.534759,38.73984,B,2,Y,560 ,110 ,39395 ,41168 ,53892 ,40723 ,39043 ,53371 ,45103 ,47968 ,52273 ,42427 ,52610 ,68534 ,576510 
1557 ,2324 ,CAMILLUS,-76.2359,43.0466,C,1,Y,3802 ,116 ,25805 ,26966 ,35301 ,26675 ,25574 ,34960 ,29544 ,31421 ,34240 ,27791 ,34461 ,44891 ,377629 
1558 ,2325 ,HAVERHILL,-71.114832,42.787623,D,1,Y,579 ,177 ,17796 ,18597 ,24345 ,18396 ,17637 ,24110 ,20375 ,21669 ,23614 ,19166 ,23766 ,30959 ,260430 
1559 ,2326 ,OMAHA FAR NW,-96.180299,41.288998,C,1,Y,590 ,254 ,26978 ,28192 ,36906 ,27888 ,26737 ,36549 ,30887 ,32849 ,35797 ,29055 ,36028 ,46932 ,394799 
1560 ,2327 ,NORTON SHORES,-86.208798,43.159604,C,1,Y,587 ,93 ,19243 ,20109 ,26324 ,19892 ,19071 ,26070 ,22031 ,23430 ,25533 ,20724 ,25698 ,33476 ,281600 
1561 ,2328 ,CARSON,-118.28619,33.809459,A,5,Y,553 ,63 ,50647 ,52926 ,72748 ,52354 ,50194 ,68614 ,57985 ,61668 ,69421 ,56758 ,65422 ,85893 ,744631 
1562 ,2329 ,GRANADA HILLS ,-118.5031,34.272747,A+,5,Y,593 ,108 ,46209 ,45990 ,60203 ,45493 ,43616 ,62603 ,52905 ,56265 ,63339 ,51785 ,59690 ,78367 ,666465 
1563 ,2330 ,BELLEVILLE,-90.034042,38.526407,C,1,Y,559 ,231 ,20632 ,21561 ,28224 ,21328 ,20448 ,27952 ,23621 ,25122 ,27377 ,22220 ,27553 ,35892 ,301930 
1564 ,2331 ,SAVANNAH E,-81.06959,32.040628,C,7,Y,594 ,166 ,24170 ,25258 ,33064 ,24985 ,23954 ,32744 ,27672 ,29429 ,32070 ,26030 ,32277 ,42047 ,353699 
1565 ,2332 ,KINGSPORT,-82.496296,36.550008,D,4,Y,3811 ,125 ,23508 ,24566 ,32158 ,24301 ,23298 ,31848 ,26914 ,28624 ,31192 ,25317 ,31394 ,40895 ,344015 
1566 ,2333 ,SANDY SPRINGS PRADO,-84.38,33.908,C,4,Y,580 ,187 ,23631 ,24694 ,32327 ,24428 ,23420 ,32014 ,27055 ,28773 ,31356 ,25450 ,31558 ,41109 ,345814 
1567 ,2334 ,DALLAS SOUTH,-96.8612,32.6489,D,4,Y,3801 ,17 ,22099 ,21994 ,28791 ,21756 ,20859 ,28513 ,24096 ,25627 ,29323 ,23800 ,29512 ,38444 ,314812 
1568 ,2335 ,MCKINNEY,-96.6385,33.2186,B,4,Y,578 ,100 ,34861 ,36430 ,47689 ,36036 ,34550 ,47229 ,39912 ,42448 ,46257 ,37544 ,46555 ,60646 ,510157 
1569 ,2337 ,RICHMOND FAR NW,-77.5119,37.6392,D,4,Y,560 ,97 ,19574 ,20455 ,26777 ,20234 ,19399 ,26518 ,22410 ,23834 ,25972 ,21080 ,26140 ,34051 ,286443 
1570 ,2338 ,FRISCO N,-96.843915,33.173307,B,4,Y,578 ,114 ,39748 ,41537 ,54375 ,41088 ,39393 ,53849 ,45507 ,48398 ,52741 ,42807 ,53082 ,69147 ,581674 
1571 ,2339 ,WASILLA,-149.405,61.5774,B,1,Y,558 ,1817 ,27031 ,28248 ,36978 ,27942 ,26790 ,36621 ,30947 ,32913 ,35867 ,29111 ,36098 ,47024 ,395571 
1572 ,2340 ,BURNSVILLE,-93.288522,44.748202,A+,1,Y,590 ,190 ,57385 ,59967 ,78501 ,59319 ,56872 ,77743 ,65699 ,69873 ,76143 ,61801 ,76634 ,99829 ,839768 
1573 ,2341 ,GLENDALE,-112.153324,33.580505,C,8,Y,588 ,12 ,25461 ,26607 ,34830 ,26319 ,25234 ,34494 ,29150 ,31002 ,33784 ,27421 ,34002 ,44293 ,372595 
1574 ,2342 ,CEDAR PARK,-97.8143,30.5277,B,7,Y,3801 ,170 ,32111 ,33556 ,43927 ,33193 ,31824 ,43503 ,36763 ,39099 ,42608 ,34582 ,42882 ,55861 ,469910 
1575 ,2343 ,MONTROSE,-107.868579,38.443429,D,1,Y,554 ,230 ,15934 ,16651 ,21798 ,16472 ,15792 ,21587 ,18243 ,19402 ,21143 ,17161 ,21279 ,27720 ,233183 
1576 ,2344 ,CHI. MORGAN PARK,-87.6643,41.6797,D,1,Y,557 ,127 ,20679 ,20581 ,26942 ,20359 ,19519 ,26682 ,22548 ,23981 ,27439 ,22271 ,27616 ,35975 ,294591 
1577 ,2345 ,WENTZVILLE,-90.880928,38.820137,D,1,Y,3809 ,306 ,17078 ,17847 ,23363 ,17654 ,16926 ,23137 ,19553 ,20795 ,22661 ,18393 ,22807 ,29710 ,249923 
1578 ,2346 ,GREEN ,-81.4958,40.9838,C,1,Y,3804 ,148 ,21793 ,22774 ,29813 ,22528 ,21599 ,29525 ,24951 ,26536 ,28917 ,23471 ,29104 ,37912 ,318923 
1579 ,2347 ,LATHROP,-121.30121,37.810186,D,3,Y,555 ,76 ,20264 ,21177 ,27722 ,20948 ,20084 ,27454 ,23201 ,24675 ,27777 ,22710 ,26176 ,34367 ,296553 
1580 ,2348 ,LAKE GENEVA,-88.41647,42.59794,D,1,Y,557 ,45 ,14965 ,15639 ,20472 ,15470 ,14832 ,20275 ,17134 ,18222 ,19857 ,16117 ,19986 ,26034 ,219004 
1581 ,2349 ,TULARE,-119.314602,36.225068,B,3,Y,593 ,61 ,35817 ,37429 ,48997 ,37024 ,35497 ,48524 ,41006 ,43611 ,49094 ,40139 ,46266 ,60743 ,524147 
1582 ,2350 ,PALMDALE,-118.048184,34.575249,C,5,Y,593 ,115 ,23793 ,24864 ,32549 ,24596 ,23581 ,32235 ,27241 ,28971 ,32614 ,26665 ,30735 ,40352 ,348196 
1583 ,2351 ,AMHERST,-82.2416,41.4136,D,1,Y,587 ,226 ,17248 ,18025 ,23595 ,17830 ,17094 ,23367 ,19747 ,21002 ,22887 ,18576 ,23034 ,30006 ,252411 
1584 ,2353 ,CASA GRANDE,-111.684228,32.880922,D,8,Y,588 ,56 ,15885 ,16600 ,21730 ,16420 ,15743 ,21520 ,18186 ,19341 ,21077 ,17107 ,21213 ,27634 ,232456 
1585 ,2354 ,PHOENIX SPECTRUM,-112.0959,33.5226,A,8,Y,588 ,11 ,48287 ,50460 ,66055 ,49915 ,47856 ,65417 ,55283 ,58795 ,64071 ,52003 ,64484 ,84001 ,706627 
1586 ,2355 ,FULTONDALE,-86.806285,33.606814,D,4,Y,580 ,85 ,16397 ,17135 ,22431 ,16950 ,16251 ,22215 ,18773 ,19966 ,21757 ,17659 ,21898 ,28525 ,239958 
1587 ,2356 ,WOODLANDS WEST,-95.565871,30.217257,C,7,Y,578 ,181 ,22104 ,23099 ,30239 ,22850 ,21907 ,29946 ,25307 ,26915 ,29330 ,23806 ,29519 ,38454 ,323477 
1588 ,2357 ,TULSA SW,-96.003674,36.054894,C,4,Y,3803 ,224 ,28548 ,29833 ,39053 ,29511 ,28293 ,38676 ,32685 ,34761 ,37880 ,30745 ,38125 ,49664 ,417775 
1589 ,2358 ,COLUMBUS FAR SW,-83.150099,39.99063,D,2,Y,559 ,180 ,16826 ,17583 ,23018 ,17393 ,16676 ,22795 ,19264 ,20488 ,22326 ,18121 ,22470 ,29271 ,246232 
1590 ,2359 ,LOS BANOS,-120.881793,37.055548,D,3,Y,593 ,153 ,19863 ,20757 ,27172 ,20533 ,19686 ,26910 ,22741 ,24186 ,27226 ,22260 ,25658 ,33686 ,290678 
1591 ,2360 ,SMYRNA,-86.570379,35.979378,B,4,Y,580 ,127 ,32128 ,33575 ,43951 ,33212 ,31842 ,43527 ,36784 ,39120 ,42631 ,34601 ,42906 ,55892 ,470168 
1592 ,2361 ,TRUMBELL W,-73.2249,41.23,B,1,Y,3802 ,157 ,36205 ,37835 ,49528 ,37426 ,35882 ,49050 ,41451 ,44084 ,48040 ,38992 ,48350 ,62984 ,529826 
1593 ,2362 ,SPRING HILL,-86.940527,35.740535,B,4,Y,580 ,92 ,30810 ,32197 ,42147 ,31849 ,30535 ,41740 ,35274 ,37515 ,40881 ,33181 ,41145 ,53598 ,450871 
1594 ,2363 ,FORT MYERS SW,-81.9461,26.5114,C,6,Y,556 ,394 ,21459 ,22425 ,29356 ,22183 ,21268 ,29073 ,24569 ,26130 ,28474 ,23111 ,28658 ,37332 ,314039 
1595 ,2364 ,PALM COAST,-81.219628,29.477281,B,6,Y,3808 ,178 ,30453 ,31823 ,41659 ,31479 ,30181 ,41256 ,34865 ,37080 ,40407 ,32796 ,40668 ,52977 ,445644 
1596 ,2365 ,QUEEN CREEK,-111.640818,33.253536,C,8,Y,588 ,42 ,24157 ,25244 ,33046 ,24971 ,23941 ,32727 ,27657 ,29414 ,32054 ,26016 ,32260 ,42024 ,353513 
1597 ,2366 ,NE POLK COUNTY,-81.643094,28.232329,C,6,Y,556 ,265 ,21653 ,21550 ,28211 ,21317 ,20438 ,29335 ,24790 ,26365 ,28731 ,23320 ,28917 ,37669 ,312296 
1598 ,2367 ,CLEVELAND,-84.866058,35.215888,D,4,Y,3811 ,254 ,19294 ,20162 ,26394 ,19944 ,19122 ,26139 ,22089 ,23493 ,25601 ,20779 ,25766 ,33564 ,282347 
1599 ,2368 ,BULLHEAD CITY,-114.59182,35.051132,D,8,Y,588 ,260 ,14473 ,15125 ,19799 ,14961 ,14344 ,19608 ,16570 ,17623 ,19204 ,15587 ,19328 ,25178 ,211800 
1600 ,2369 ,FORT MYERS NORTH,-81.7995,26.6161,D,6,Y,556 ,381 ,16779 ,17535 ,22954 ,17345 ,16630 ,22732 ,19211 ,20431 ,22264 ,18071 ,22408 ,29190 ,245549 
1601 ,2370 ,ORLANDO SW DISNEY,-81.614,28.345,B,6,Y,556 ,267 ,33215 ,34710 ,45437 ,34335 ,32918 ,44998 ,38027 ,40443 ,44072 ,35771 ,44357 ,57782 ,486065 
1602 ,2371 ,ANKORAGE NE,-149.74814,61.22576,AA,1,Y,558 ,1814 ,41978 ,43867 ,57425 ,43393 ,41603 ,56871 ,48060 ,51113 ,55700 ,45209 ,56060 ,73027 ,614307 
1603 ,2372 ,ANKORAGE S,-149.88339,61.12852,A,1,Y,558 ,1814 ,38153 ,39871 ,52193 ,39440 ,37813 ,51689 ,43682 ,46456 ,50625 ,41090 ,50952 ,66373 ,558338 
1604 ,2374 ,HARKER HEIGHTS,-97.6669,31.0733,C,4,Y,3801 ,136 ,30690 ,32071 ,41983 ,31724 ,30416 ,41577 ,35136 ,37368 ,40722 ,33052 ,40984 ,53389 ,449113 
1605 ,2375 ,BESSEMER,-86.994083,33.333338,D,4,Y,580 ,109 ,17770 ,18570 ,24310 ,18370 ,17612 ,24075 ,20345 ,21638 ,23579 ,19138 ,23732 ,30914 ,260053 
1606 ,2376 ,ORLANDO-SODO,-81.3786,28.5156,B,6,Y,556 ,263 ,29094 ,30403 ,39800 ,30075 ,28834 ,39415 ,33309 ,35425 ,38604 ,31333 ,38853 ,50613 ,425758 
1607 ,2377 ,LAFAYETTE N,-91.995841,30.264942,C,7,Y,578 ,298 ,22473 ,23484 ,30742 ,23230 ,22272 ,30445 ,25729 ,27363 ,29819 ,24202 ,30011 ,39094 ,328866 
1608 ,2378 ,YORKVILLE,-88.46,41.661,C,1,Y,3809 ,31 ,27962 ,29221 ,38252 ,28905 ,27712 ,37882 ,32014 ,34047 ,37103 ,30114 ,37342 ,48644 ,409197 
1609 ,2379 ,WINCHESTER NORTH,-78.1359,39.2212,D,2,Y,560 ,107 ,17958 ,18767 ,24567 ,18564 ,17798 ,24329 ,20560 ,21866 ,23829 ,19341 ,23982 ,31241 ,262802 
1610 ,2381 ,PARAMUS,-74.0601,40.9166,A+,1,Y,3802 ,162 ,43268 ,45216 ,59190 ,44727 ,42882 ,58618 ,49537 ,52684 ,57412 ,46598 ,57782 ,75271 ,633187 
1611 ,2382 ,BATAVIA,-78.202541,43.015478,D,1,Y,3804 ,374 ,14439 ,15089 ,19752 ,14926 ,14310 ,19561 ,16531 ,17581 ,19159 ,15550 ,19282 ,25119 ,211299 
1612 ,2383 ,OMAHA FAR SW,-96.10945,41.21443,A,1,Y,590 ,252 ,34401 ,35949 ,47060 ,35561 ,34094 ,46605 ,39385 ,41887 ,45646 ,37049 ,45941 ,59845 ,503423 
1613 ,2384 ,MANTUA,-75.13104,39.764876,B,1,Y,560 ,276 ,32334 ,33790 ,44233 ,33424 ,32046 ,43805 ,37019 ,39371 ,42904 ,34823 ,43181 ,56250 ,473179 
1614 ,2385 ,HARMAR,-79.837285,40.538217,C,1,Y,3804 ,219 ,29285 ,30603 ,40061 ,30272 ,29023 ,39674 ,33528 ,35658 ,38857 ,31539 ,39108 ,50945 ,428551 
1615 ,2386 ,ATWATER,-120.6112,37.34036,B,3,Y,593 ,165 ,29200 ,30515 ,39946 ,30185 ,28940 ,39560 ,33431 ,35555 ,40025 ,32724 ,37719 ,49522 ,427322 
1616 ,2387 ,FLOWERY BRANCH,-83.91168,34.17945,D,4,Y,594 ,219 ,18996 ,19851 ,25986 ,19636 ,18826 ,25735 ,21748 ,23129 ,25205 ,20458 ,25368 ,33045 ,277981 
1617 ,2388 ,FRANKLIN,-88.037661,42.904232,C,1,Y,557 ,35 ,23392 ,24445 ,31999 ,24180 ,23183 ,31690 ,26781 ,28482 ,31038 ,25192 ,31238 ,40693 ,342314 
1618 ,2389 ,ATASCOCITA,-95.170557,30.000261,B,7,Y,578 ,202 ,32137 ,33583 ,43963 ,33220 ,31850 ,43538 ,36793 ,39131 ,42642 ,34610 ,42917 ,55907 ,470291 
1619 ,2390 ,APPLE VALLEY SOUTH,-93.174043,44.724374,A+,1,Y,590 ,191 ,55984 ,58504 ,76585 ,57871 ,55484 ,75845 ,64095 ,68167 ,74284 ,60293 ,74764 ,97392 ,819269 
1620 ,2391 ,INDY GLENDALE,-86.1198,39.8667,B,1,Y,559 ,23 ,30913 ,32304 ,42288 ,31955 ,30637 ,41880 ,35392 ,37640 ,41018 ,33292 ,41282 ,53777 ,452378 
1621 ,2392 ,STAFFORD TOWNSHIP,-74.283471,39.710778,C,1,Y,560 ,327 ,25398 ,26541 ,34744 ,26254 ,25171 ,34409 ,29078 ,30925 ,33700 ,27353 ,33918 ,44184 ,371676 
1622 ,2393 ,BALTIMORE WEST,-76.6542,39.3174,C,2,Y,560 ,181 ,28834 ,28697 ,37566 ,28387 ,27216 ,37204 ,33012 ,35109 ,38260 ,31054 ,38507 ,50161 ,414007 
1623 ,2394 ,BRANDYWINE,-76.87172,38.678638,C,2,Y,560 ,159 ,25285 ,25165 ,32942 ,24893 ,23866 ,32624 ,27570 ,29321 ,33550 ,27231 ,33767 ,43986 ,360199 
1624 ,2395 ,WESLEY CHAPEL,-80.6956,34.9993,D,4,Y,594 ,80 ,19318 ,20188 ,26427 ,19970 ,19146 ,26172 ,22118 ,23523 ,25634 ,20805 ,25799 ,33607 ,282707 
