ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
888 ,1399 ,LAKE CHARLES,-93.21,30.23,B,7, ,578 ,238 ,27140 ,28361 ,37127 ,28055 ,26897 ,36768 ,31072 ,33046 ,36012 ,29229 ,36244 ,47214 ,397164 
889 ,1400 ,HIRAM,-84.77,33.86,B,4,Y,580 ,170 ,25270 ,26408 ,34569 ,26122 ,25045 ,34235 ,28932 ,30770 ,33531 ,27215 ,33747 ,43961 ,369806 
890 ,1401 ,GATEWAY,-73.87,40.65,AAA+,1,Y,3802 ,187 ,95503 ,95050 ,124426 ,98724 ,94651 ,129385 ,109341 ,116287 ,126723 ,102854 ,127540 ,166142 ,1386626 
891 ,1402 ,OSWEGO,-88.32,41.66,C,1,Y,3809 ,36 ,23514 ,23402 ,30635 ,23149 ,22194 ,30339 ,25639 ,27267 ,29714 ,25323 ,31401 ,40905 ,333481 
892 ,1403 ,PLAINFIELD,-88.21,41.62,C,1,Y,3809 ,44 ,21684 ,21581 ,28251 ,21348 ,20467 ,27978 ,24826 ,26403 ,28773 ,23353 ,28958 ,37723 ,311345 
893 ,1404 ,SMITHFIELD,-71.52,41.91,B,1, ,579 ,185 ,38802 ,40548 ,53080 ,40110 ,38455 ,52567 ,44424 ,47246 ,51486 ,41788 ,51818 ,67501 ,567825 
894 ,1405 ,EUGENE ,-123.24,44.04,C,1, ,558 ,52 ,21226 ,22182 ,29037 ,21942 ,21037 ,28757 ,24302 ,25846 ,28165 ,22860 ,28347 ,36926 ,310627 
895 ,1406 ,FAIRVIEW,-122.44,45.55,C,1,Y,558 ,81 ,23010 ,24046 ,31478 ,23786 ,22805 ,31174 ,26344 ,28018 ,30532 ,24781 ,30729 ,40030 ,336732 
896 ,1407 ,DALY CITY,-122.48,37.68,AAA+,3,Y,555 ,99 ,86804 ,86392 ,113093 ,85458 ,81933 ,112000 ,99382 ,105695 ,118983 ,97280 ,112128 ,147214 ,1246364 
897 ,1408 ,LA-EAGLE ROCK,-118.23,34.11,AAA,5,Y,553 ,48 ,81000 ,84646 ,110807 ,83731 ,80277 ,109737 ,92736 ,98627 ,111027 ,90775 ,104631 ,137370 ,1185363 
898 ,1409 ,LAKEWOOD CENTER MALL,-118.15,33.85,B,5,Y,553 ,54 ,38683 ,38499 ,50398 ,38083 ,36512 ,49911 ,44288 ,47101 ,53023 ,43351 ,49968 ,65603 ,555419 
899 ,1410 ,SD-MISSION VALLEY,-117.14,32.77,AAA+,5,Y,3806 ,102 ,80340 ,79958 ,104670 ,79094 ,75831 ,103659 ,87600 ,93165 ,104878 ,90035 ,103778 ,136250 ,1139257 
900 ,1411 ,ROSEMEAD,-118.08,34.07,A,5,Y,553 ,39 ,48186 ,47957 ,62778 ,49810 ,47756 ,65281 ,55167 ,58672 ,66048 ,54000 ,62243 ,81720 ,699618 
901 ,1413 ,AURORA W,-104.86328,39.693928,C,1,Y,554 ,110 ,23926 ,23812 ,31172 ,23555 ,22583 ,30871 ,27393 ,29133 ,31747 ,25767 ,31952 ,41622 ,343532 
902 ,1414 ,BUTLER,-79.94,40.91,C,1, ,3804 ,232 ,19515 ,20394 ,26697 ,20173 ,19341 ,26439 ,22343 ,23762 ,25895 ,21017 ,26062 ,33950 ,285589 
903 ,1415 ,WHEATON,-77.08,39.03,A,2,Y,560 ,148 ,46996 ,46773 ,61229 ,46267 ,44359 ,60637 ,51243 ,54499 ,59389 ,50613 ,62761 ,81756 ,666522 
904 ,1416 ,SPRINGFIELD,-77.19,38.77,B,2,Y,560 ,140 ,29728 ,29587 ,38731 ,29267 ,28060 ,38357 ,32415 ,34474 ,37568 ,32017 ,39701 ,51717 ,421623 
905 ,1417 ,FRESNO CENTRAL,-119.788079,36.822249,B,3,Y,593 ,105 ,32883 ,34363 ,44983 ,33991 ,32589 ,44549 ,37647 ,40039 ,45073 ,36851 ,42476 ,55767 ,481210 
906 ,1418 ,FULLERTON S,-117.93,33.87,B,5,Y,3806 ,44 ,33140 ,32982 ,43176 ,32626 ,31280 ,42759 ,36135 ,38430 ,43262 ,37139 ,42808 ,56203 ,469941 
907 ,1419 ,PORTLAND E,-122.56,45.51,B,1, ,558 ,72 ,33140 ,34631 ,45335 ,34257 ,32844 ,44897 ,37942 ,40352 ,43973 ,35691 ,44257 ,57651 ,484969 
908 ,1420 ,CHESAPEAKE SQ MALL,-76.42,36.8,C,4, ,3811 ,312 ,17223 ,17998 ,23561 ,17804 ,17069 ,23334 ,19719 ,20971 ,22853 ,18549 ,23001 ,29962 ,252045 
909 ,1421 ,EUREKA,-124.14,40.81,A,3, ,555 ,269 ,38750 ,40494 ,53010 ,40057 ,38404 ,52497 ,44365 ,47183 ,53115 ,43426 ,50055 ,65717 ,567073 
910 ,1422 ,FREMONT HUB,-121.98,37.5,A,3,Y,555 ,105 ,51314 ,51070 ,66854 ,53044 ,50856 ,69518 ,58749 ,62481 ,70336 ,57506 ,66284 ,87024 ,745035 
911 ,1423 ,MONTCLAIR,-117.691575,34.089419,A,5,Y,553 ,16 ,40722 ,42555 ,55707 ,42095 ,40358 ,55169 ,46622 ,49584 ,55818 ,45636 ,52602 ,69061 ,595928 
912 ,1424 ,NORWALK EAST,-118.08,33.91,C,5,Y,553 ,46 ,28063 ,27930 ,36562 ,27628 ,26488 ,36209 ,32129 ,34170 ,38466 ,31449 ,36250 ,47593 ,402936 
913 ,1425 ,PICO RIVERA,-118.09,33.99,B,5,Y,553 ,44 ,39118 ,38932 ,50965 ,40437 ,38769 ,52996 ,44786 ,47631 ,53619 ,43838 ,50530 ,66341 ,567961 
914 ,1426 ,SAN JOSE CAPITAL,-121.86,37.37,B,3,Y,555 ,113 ,43701 ,43494 ,56936 ,43024 ,41249 ,56386 ,50033 ,53212 ,59901 ,48975 ,56450 ,74114 ,627474 
915 ,1427 ,SAN JOSE WESTGATE,-121.99,37.29,AA,3,Y,555 ,119 ,62126 ,61831 ,80941 ,61163 ,58640 ,80159 ,71128 ,75646 ,85157 ,69623 ,80251 ,105362 ,892027 
916 ,1428 ,SAN LEANDRO BAYFAIR,-122.13,37.71,A+,3,Y,555 ,92 ,56679 ,56409 ,73843 ,58590 ,56173 ,76787 ,64891 ,69013 ,77690 ,63518 ,73214 ,96123 ,822930 
917 ,1429 ,MESA WEST,-111.87,33.39,C,8, ,588 ,23 ,20629 ,21557 ,28220 ,21324 ,20445 ,27947 ,23618 ,25118 ,27372 ,22217 ,27549 ,35887 ,301883 
918 ,1430 ,RICHARDSON SQ MALL,-96.71,32.95,B,4,Y,3801 ,42 ,32575 ,34041 ,44563 ,33674 ,32284 ,44132 ,37295 ,39664 ,43224 ,35083 ,43503 ,56669 ,476707 
919 ,1431 ,FALLS CHURCH,-77.16,38.86,AAA,2,Y,560 ,136 ,77141 ,76774 ,100503 ,75945 ,72812 ,99532 ,84112 ,89456 ,97484 ,83078 ,103018 ,134198 ,1094052 
920 ,1432 ,FOUNTAIN HILLS,-111.74,33.61,D,8, ,588 ,37 ,18840 ,19688 ,25773 ,19476 ,18672 ,25524 ,21570 ,22941 ,24999 ,20291 ,25160 ,32776 ,275711 
921 ,1433 ,PORTLAND NW,-122.69,45.58,B,1, ,558 ,75 ,26736 ,27939 ,36574 ,27637 ,26497 ,36221 ,30609 ,32554 ,35475 ,28793 ,35704 ,46510 ,391250 
922 ,1435 ,HOUSTON MEMORIAL,-95.51,29.77,B,7,Y,578 ,215 ,32935 ,34418 ,45055 ,34046 ,32641 ,44620 ,37707 ,40103 ,43701 ,35470 ,43983 ,57295 ,481974 
923 ,1436 ,KANSAS CITY S,-94.6,38.96,B,1,Y,3803 ,68 ,35972 ,37591 ,49209 ,37185 ,35651 ,48734 ,41184 ,43800 ,47731 ,38741 ,48039 ,62579 ,526416 
924 ,1437 ,CHICAGO MID NORTH,-87.7,41.95,A+,1,Y,557 ,107 ,58241 ,57964 ,75879 ,57338 ,54973 ,75146 ,66680 ,70916 ,77280 ,62724 ,77778 ,101319 ,836239 
925 ,1438 ,NAPA NORTH,-122.31,38.32,C,3,Y,555 ,58 ,32300 ,32147 ,42082 ,31799 ,30487 ,41675 ,36980 ,39329 ,44274 ,36198 ,41723 ,54779 ,463773 
926 ,1439 ,TUCSON EL CON MALL,-110.91,32.22,A,8, ,588 ,123 ,43702 ,45669 ,59784 ,45176 ,43312 ,59207 ,50035 ,53213 ,57988 ,47066 ,58362 ,76027 ,639542 
927 ,1441 ,SOMERVILLE,-71.1,42.38,B,1,Y,3802 ,196 ,40415 ,40223 ,52654 ,39788 ,38147 ,52146 ,46271 ,49210 ,53626 ,43526 ,53972 ,70308 ,580285 
928 ,1442 ,WATERTOWN,-71.18,42.37,AAA,1,Y,3802 ,192 ,78884 ,82434 ,107912 ,81544 ,78180 ,106870 ,90314 ,96051 ,104670 ,84955 ,105346 ,137230 ,1154389 
929 ,1443 ,PHILADELPHIA SE,-75.15,39.91,A+,1,Y,589 ,148 ,54252 ,56694 ,74216 ,56081 ,53768 ,73499 ,62113 ,66058 ,71987 ,58428 ,72451 ,94379 ,793925 
930 ,1444 ,VANCOUVER E,-122.52,45.63,C,1, ,558 ,84 ,23536 ,24595 ,32197 ,24330 ,23326 ,31886 ,26946 ,28658 ,31230 ,25348 ,31431 ,40944 ,344428 
931 ,1445 ,MISHAWAKA,-86.13,41.74,A,1,Y,3809 ,154 ,36352 ,37988 ,49729 ,37577 ,36027 ,49248 ,41619 ,44263 ,48235 ,39150 ,48546 ,63239 ,531972 
932 ,1446 ,GOSHEN,-85.87,41.55,C,1, ,559 ,158 ,20815 ,21752 ,28475 ,21517 ,20630 ,28200 ,23831 ,25345 ,27620 ,22418 ,27798 ,36211 ,304613 
933 ,1447 ,CINCINNATI CENTRAL,-84.43,39.15,A,2, ,559 ,128 ,41588 ,43460 ,56892 ,42990 ,41217 ,56342 ,47614 ,50638 ,55183 ,44789 ,55538 ,72348 ,608597 
934 ,1448 ,LINO LAKES,-93.12,45.16,A,1,Y,590 ,218 ,38547 ,40282 ,52731 ,39846 ,38202 ,52222 ,44132 ,46935 ,51147 ,41513 ,51477 ,67057 ,564092 
935 ,1449 ,METAIRIE,-90.19,30.01,AA,7,Y,580 ,430 ,57794 ,60395 ,79061 ,59742 ,57278 ,78297 ,66168 ,70371 ,76686 ,62242 ,77181 ,100541 ,845757 
936 ,1450 ,HOUMA,-90.82,29.59,B,7, ,580 ,484 ,29322 ,30641 ,40111 ,30310 ,29060 ,39724 ,33570 ,35703 ,38907 ,31578 ,39157 ,51009 ,429092 
937 ,1451 ,HARVEY,-90.07,29.87,B,7, ,580 ,436 ,28755 ,30049 ,39336 ,29724 ,28498 ,38956 ,32921 ,35013 ,38155 ,30968 ,38401 ,50023 ,420799 
938 ,1452 ,FLORENCE,-79.83,34.2,C,7, ,594 ,52 ,24284 ,25377 ,33220 ,25103 ,24067 ,32899 ,27802 ,29568 ,32222 ,26153 ,32430 ,42245 ,355369 
939 ,1453 ,ATHENS,-83.43,33.94,A,4, ,594 ,179 ,36827 ,38485 ,50379 ,38069 ,36498 ,49892 ,42163 ,44842 ,48866 ,39662 ,49181 ,64066 ,538930 
940 ,1454 ,CAPE CORAL,-82.01,26.57,C,6, ,556 ,386 ,22286 ,23289 ,30487 ,23037 ,22087 ,30192 ,25515 ,27136 ,29571 ,24001 ,29762 ,38769 ,326132 
941 ,1455 ,KANSAS CITY NE,-94.47,39.28,A+,1,Y,3803 ,82 ,42082 ,43976 ,57568 ,43501 ,41706 ,57012 ,48179 ,51240 ,55838 ,45321 ,56199 ,73208 ,615830 
942 ,1456 ,ROGERS ,-93.58,45.18,A,1,Y,551 ,22 ,34588 ,36145 ,47316 ,35755 ,34279 ,46859 ,39600 ,42115 ,45895 ,37250 ,46191 ,60171 ,506166 
943 ,1457 ,HUMBLE,-95.28,30.01,A,7,Y,578 ,198 ,31406 ,32820 ,42964 ,32465 ,31126 ,42549 ,35957 ,38241 ,41673 ,33824 ,41942 ,54636 ,459603 
944 ,1458 ,HOUSTON N. CENTRAL,-95.47,30.06,A+,7,Y,578 ,190 ,42137 ,44034 ,57643 ,43558 ,41761 ,57086 ,48242 ,51307 ,55911 ,45380 ,56272 ,73303 ,616635 
945 ,1459 ,PEARLAND,-95.33,29.54,A,7,Y,3801 ,249 ,32757 ,34231 ,44810 ,33861 ,32464 ,44378 ,37503 ,39885 ,43464 ,35278 ,43745 ,56985 ,479360 
946 ,1460 ,HOMEWOOD,-87.67,41.56,D,1,Y,3809 ,72 ,21125 ,21024 ,27522 ,20797 ,19939 ,27256 ,23034 ,24497 ,26695 ,22751 ,28211 ,36749 ,299601 
947 ,1461 ,MCDONOUGH,-84.19,33.45,B,4,Y,594 ,229 ,31974 ,33413 ,43740 ,33052 ,31689 ,43318 ,36607 ,38933 ,42426 ,34435 ,42700 ,55624 ,467912 
948 ,1462 ,LAS VEGAS FAR NW,-115.24,36.31,B,8, ,588 ,330 ,28551 ,29836 ,39057 ,29514 ,28296 ,38680 ,32688 ,34764 ,37884 ,30748 ,38128 ,49668 ,417814 
949 ,1463 ,BOARDMAN,-80.67,41.02,B,1, ,3804 ,188 ,33642 ,35156 ,46022 ,34776 ,33342 ,45577 ,38516 ,40963 ,44639 ,36231 ,44927 ,58525 ,492316 
950 ,1464 ,GREENWICH TWNSHP,-75.15,40.71,B,1, ,589 ,152 ,25523 ,26672 ,34915 ,26384 ,25295 ,34578 ,29221 ,31077 ,33866 ,27488 ,34085 ,44401 ,373505 
951 ,1465 ,NOVI,-83.52,42.47,C,1, ,587 ,129 ,23308 ,24357 ,31885 ,24094 ,23100 ,31577 ,26685 ,28380 ,30927 ,25102 ,31127 ,40547 ,341088 
952 ,1466 ,SHELBY TWNSHP,-83.06,42.69,B,1, ,587 ,153 ,27421 ,28655 ,37512 ,28346 ,27176 ,37149 ,31394 ,33388 ,36385 ,29532 ,36619 ,47703 ,401280 
953 ,1467 ,CLARK,-74.31,40.62,B,1,Y,3802 ,186 ,33513 ,35022 ,45846 ,34643 ,33214 ,45403 ,38369 ,40807 ,44469 ,36093 ,44756 ,58301 ,490437 
954 ,1468 ,DOTHAN,-85.4474,31.2664,C,7,Y,556 ,133 ,19791 ,20682 ,27074 ,20458 ,19614 ,26812 ,22658 ,24098 ,26260 ,21314 ,26430 ,34429 ,289621 
955 ,1469 ,MONROE,-92.03,32.6,B,4, ,578 ,208 ,26414 ,27603 ,36135 ,27305 ,26179 ,35786 ,30242 ,32163 ,35049 ,28448 ,35275 ,45952 ,386550 
956 ,1470 ,FAYETTEVILLE,-94.3,36.1,B,4, ,3803 ,287 ,25508 ,26656 ,34895 ,26368 ,25280 ,34558 ,29204 ,31059 ,33846 ,27471 ,34065 ,44375 ,373285 
957 ,1471 ,AURORA,-104.84,39.7,A,1,Y,554 ,110 ,39501 ,41279 ,54037 ,40833 ,39148 ,53515 ,45224 ,48097 ,52414 ,42541 ,52752 ,68718 ,578060 
958 ,1472 ,HAYWARD,-122.06,37.63,B,3,Y,555 ,94 ,33514 ,33355 ,43664 ,32994 ,31633 ,43242 ,38370 ,40807 ,45938 ,37558 ,43291 ,56837 ,481204 
959 ,1473 ,LAFAYETTE,-92.03,30.16,AAA,7,Y,578 ,305 ,58243 ,60864 ,79675 ,60207 ,57723 ,78906 ,66682 ,70918 ,77282 ,62726 ,77780 ,101322 ,852327 
960 ,1474 ,DICKSON,-75.63,41.47,A,1, ,589 ,178 ,36940 ,38603 ,50534 ,38186 ,36610 ,50045 ,42292 ,44979 ,49016 ,39783 ,49332 ,64263 ,540583 
961 ,1475 ,CLAY,-76.2,43.19,C,1, ,3802 ,118 ,22866 ,23896 ,31281 ,23637 ,22662 ,30979 ,26180 ,27843 ,30341 ,24626 ,30537 ,39780 ,334629 
962 ,1476 ,FAYETTEVILLE,-76,43.04,A,1, ,3802 ,106 ,40824 ,42661 ,55846 ,42200 ,40459 ,55307 ,46739 ,49708 ,54168 ,43966 ,54518 ,71018 ,597413 
963 ,1477 ,CLIFTON PARK,-73.79,42.85,C,1, ,579 ,30 ,27007 ,28222 ,36945 ,27917 ,26766 ,36588 ,30920 ,32884 ,35835 ,29085 ,36066 ,46982 ,395218 
964 ,1478 ,BARBOURSVILLE,-82.28,38.37,C,2, ,559 ,281 ,25674 ,26830 ,35122 ,26540 ,25445 ,34782 ,29394 ,31261 ,34067 ,27650 ,34286 ,44664 ,375713 
965 ,1479 ,BASHFORD MANOR,-85.66,38.19,C,2, ,559 ,135 ,31221 ,32627 ,42710 ,32274 ,30943 ,42298 ,35745 ,38016 ,41427 ,33624 ,41695 ,54314 ,456894 
966 ,1480 ,PLANTATION,-80.28,26.11,B,6,Y,3808 ,432 ,33661 ,33501 ,43854 ,33139 ,31771 ,43431 ,36703 ,39034 ,42537 ,36251 ,44952 ,58557 ,477391 
967 ,1481 ,EVANSVILLE,-87.48,37.98,A+,2, ,559 ,155 ,47644 ,49789 ,65176 ,49251 ,47219 ,64547 ,54547 ,58013 ,63219 ,51311 ,63626 ,82884 ,697225 
968 ,1482 ,HOLLAND,-86.13,42.84,C,1, ,587 ,67 ,25851 ,27015 ,35364 ,26723 ,25620 ,35023 ,29597 ,31477 ,34302 ,27841 ,34523 ,44972 ,378308 
969 ,1483 ,BELLEVUE,-87.88,44.48,C,1, ,557 ,122 ,29489 ,30816 ,40341 ,30483 ,29226 ,39951 ,33762 ,35907 ,39129 ,31759 ,39381 ,51301 ,431545 
970 ,1484 ,LAKEVILLE,-93.28,44.64,AA,1,Y,551 ,40 ,52416 ,54775 ,71704 ,54183 ,51948 ,71011 ,60010 ,63822 ,69550 ,56450 ,69998 ,91184 ,767051 
971 ,1485 ,SANTEE,-117.01,32.87,B,5,Y,553 ,111 ,39087 ,38901 ,50924 ,40405 ,38738 ,52954 ,44750 ,47593 ,53576 ,43804 ,50490 ,66289 ,567510 
972 ,1486 ,NORTH DRUID HILLS,-84.32,33.83,B,4, ,594 ,237 ,33120 ,34610 ,45307 ,34236 ,32824 ,44870 ,37918 ,40327 ,43946 ,35669 ,44230 ,57616 ,484674 
973 ,1487 ,MISSION,-94.67,39.02,B,1, ,3803 ,65 ,30718 ,32101 ,42022 ,31754 ,30444 ,41616 ,35169 ,37403 ,40760 ,33083 ,41023 ,53439 ,449532 
974 ,1488 ,CHICAGO SOUTH,-87.61,41.74,B,1,Y,3809 ,68 ,42334 ,42133 ,55155 ,43761 ,41956 ,57353 ,48468 ,51547 ,56173 ,45592 ,56535 ,73646 ,614653 
975 ,1489 ,GARLAND EAST,-96.65,32.96,A+,4,Y,578 ,91 ,38336 ,40061 ,52443 ,39628 ,37993 ,51936 ,43890 ,46678 ,50867 ,41286 ,51195 ,66690 ,561006 
976 ,1490 ,MCALLEN NORTH,-98.24,26.27,B,7, ,3801 ,479 ,26176 ,27354 ,35809 ,27059 ,25942 ,35463 ,29969 ,31873 ,34733 ,28191 ,34957 ,45537 ,383062 
977 ,1491 ,EAST HANOVER,-74.36,40.82,A,1,Y,579 ,189 ,45350 ,45134 ,59083 ,44646 ,42804 ,58513 ,51920 ,55219 ,60174 ,48840 ,60562 ,78892 ,651138 
978 ,1492 ,NEW HARTFORD,-75.28,43.06,C,1, ,3802 ,67 ,20533 ,21457 ,28089 ,21225 ,20350 ,27818 ,23508 ,25002 ,27245 ,22113 ,27421 ,35720 ,300482 
979 ,1493 ,SUMMERVILLE,-80.19,33.07,C,7, ,594 ,109 ,22647 ,23666 ,30981 ,23411 ,22445 ,30682 ,25929 ,27576 ,30050 ,24390 ,30244 ,39398 ,331419 
980 ,1495 ,KINGSTON,-70.75,41.99,B,1, ,579 ,221 ,27369 ,28601 ,37440 ,28292 ,27125 ,37079 ,31335 ,33325 ,36316 ,29476 ,36550 ,47612 ,400519 
981 ,1496 ,WESTBOROUGH,-71.62,42.27,C,1,Y,3802 ,173 ,29192 ,30506 ,39934 ,30176 ,28931 ,39548 ,33422 ,35545 ,38734 ,31439 ,38984 ,50783 ,427195 
982 ,1497 ,FLEMING ISLAND,-81.76,30.15,D,7, ,556 ,160 ,16413 ,17151 ,22452 ,16966 ,16266 ,22235 ,18791 ,19984 ,21778 ,17676 ,21918 ,28552 ,240182 
983 ,1498 ,SLIDELL,-89.84,30.32,C,7, ,580 ,397 ,19361 ,20233 ,26486 ,20014 ,19189 ,26230 ,22167 ,23575 ,25691 ,20852 ,25856 ,33682 ,283336 
984 ,1499 ,OPELIKA,-85.41,32.62,C,4, ,594 ,327 ,22744 ,23768 ,31114 ,23511 ,22541 ,30813 ,26040 ,27694 ,30179 ,24495 ,30374 ,39567 ,332838 
985 ,1500 ,DENVER W,-105.25,39.72,A+,1,Y,554 ,127 ,45842 ,47905 ,62711 ,47387 ,45433 ,62105 ,52484 ,55818 ,60827 ,49370 ,61219 ,79748 ,670850 
986 ,1501 ,COLORADO SPRINGS E,-104.7,38.91,A+,1,Y,554 ,50 ,45408 ,47452 ,62118 ,46939 ,45003 ,61518 ,51988 ,55290 ,60252 ,48903 ,60641 ,78994 ,664508 
987 ,1502 ,ROSEVILLE N,-121.29,38.76,A,3,Y,555 ,33 ,44362 ,44151 ,57797 ,43674 ,41872 ,57239 ,48371 ,51444 ,57912 ,49716 ,57304 ,75235 ,629078 
988 ,1503 ,ORANGE PARK,-81.77,30.17,C,7,Y,556 ,159 ,21656 ,22630 ,29625 ,22386 ,21462 ,29338 ,24793 ,26368 ,28735 ,23322 ,28920 ,37673 ,316909 
989 ,1504 ,WAKE FOREST,-78.55,35.98,AA,4,Y,594 ,193 ,46747 ,48851 ,63949 ,48323 ,46329 ,63331 ,53520 ,56920 ,62028 ,50345 ,62428 ,81323 ,684094 
990 ,1505 ,MOORESVILLE,-80.9,35.57,A+,4,Y,3811 ,31 ,42644 ,44564 ,58337 ,44082 ,42264 ,57773 ,48823 ,51925 ,56584 ,45927 ,56949 ,74186 ,624058 
991 ,1506 ,ODESSA,-102.34,31.9,B,4, ,3801 ,342 ,26492 ,27684 ,36240 ,27385 ,26255 ,35890 ,30330 ,32257 ,35152 ,28531 ,35378 ,46086 ,387679 
992 ,1507 ,RICHMOND,-122.326354,37.931968,B,3,Y,555 ,72 ,34549 ,34385 ,45012 ,35714 ,34241 ,46806 ,39555 ,42068 ,47356 ,38718 ,44628 ,58593 ,501624 
993 ,1508 ,LANSING,-76.5,42.44,B,1, ,3802 ,150 ,45928 ,47995 ,62828 ,47476 ,45518 ,62221 ,52582 ,55922 ,60941 ,49463 ,61334 ,79898 ,672106 
994 ,1509 ,SOUTH COUNTY,-90.38,38.49,A,1, ,3803 ,312 ,40735 ,42568 ,55724 ,42108 ,40371 ,55186 ,46637 ,49599 ,54051 ,43870 ,54399 ,70864 ,596112 
995 ,1510 ,ALLENTOWN,-75.55,40.61,AA,1, ,589 ,129 ,56573 ,59120 ,77392 ,58481 ,56068 ,76644 ,64771 ,68885 ,75067 ,60928 ,75551 ,98418 ,827898 
996 ,1511 ,HENDERSONVILLE,-86.61,36.35,C,4, ,580 ,143 ,19780 ,20670 ,27059 ,20447 ,19604 ,26798 ,22646 ,24085 ,26246 ,21303 ,26415 ,34410 ,289464 
997 ,1512 ,MIRAMAR,-80.34,25.98,A,6,Y,3808 ,444 ,43337 ,45288 ,59285 ,44799 ,42951 ,58712 ,49617 ,52769 ,57504 ,46673 ,57875 ,75392 ,634202 
998 ,1513 ,LOUISVILLE JEFFERSON PAVILLION,-85.69,38.14,C,2, ,559 ,135 ,20601 ,21529 ,28183 ,21296 ,20418 ,27910 ,23586 ,25085 ,27336 ,22187 ,27512 ,35839 ,301482 
999 ,1514 ,NORTH RICHLAND HILLS,-97.15,32.89,B,4,Y,3801 ,37 ,36116 ,37741 ,49406 ,37333 ,35793 ,48928 ,41348 ,43975 ,47921 ,38895 ,48231 ,62828 ,528516 
1000 ,1515 ,HAMPTON VILLAGE,-90.3,38.59,A+,1,Y,3803 ,313 ,48167 ,50335 ,65891 ,49791 ,47737 ,65255 ,55146 ,58649 ,63912 ,51874 ,64324 ,83793 ,704870 
1001 ,1516 ,MARLBOROUGH,-71.55,42.35,C,1, ,579 ,166 ,27430 ,28665 ,37524 ,28355 ,27185 ,37161 ,31404 ,33399 ,36397 ,29541 ,36631 ,47718 ,401410 
1002 ,1517 ,FLOWER MOUND,-97.06,33.04,A+,4,Y,578 ,114 ,50221 ,52481 ,68701 ,51914 ,49772 ,68038 ,57497 ,61150 ,66638 ,54086 ,67067 ,87366 ,734933 
1003 ,1518 ,ORLANDO MILLENIA,-81.41,28.49,A,6,Y,556 ,264 ,35643 ,37247 ,48759 ,36845 ,35325 ,48288 ,40807 ,43399 ,47294 ,38386 ,47599 ,62006 ,521597 
1004 ,1519 ,CLERMONT,-81.76,28.49,B,6,Y,556 ,247 ,28459 ,29740 ,38932 ,29419 ,28205 ,38556 ,32583 ,34653 ,37762 ,30650 ,38006 ,49509 ,416474 
1005 ,1520 ,HOOKSETT,-71.44,43.07,B,1, ,579 ,162 ,26097 ,27272 ,35701 ,26977 ,25864 ,35356 ,29879 ,31777 ,34628 ,28106 ,34852 ,45400 ,381909 
1006 ,1521 ,NISKAYUNA,-73.9,42.78,C,1, ,3802 ,20 ,26259 ,27440 ,35921 ,27144 ,26024 ,35574 ,30063 ,31973 ,34842 ,28280 ,35067 ,45681 ,384269 
1007 ,1522 ,RED WING,-92.56,44.52,D,1, ,590 ,168 ,20044 ,20946 ,27419 ,20719 ,19865 ,27154 ,22948 ,24406 ,26596 ,21586 ,26767 ,34869 ,293318 
1008 ,1523 ,BALCONES HGHTS CROSSROADS,-98.53,29.47,A,7,Y,3801 ,260 ,36353 ,37989 ,49730 ,37578 ,36028 ,49250 ,41620 ,44264 ,48236 ,39151 ,48547 ,63241 ,531987 
1009 ,1524 ,LAS VEGAS FAR SW,-115.27,36.11,B,8, ,588 ,317 ,29226 ,30541 ,39980 ,30211 ,28965 ,39594 ,33460 ,35586 ,38779 ,31475 ,39029 ,50842 ,427687 
1010 ,1525 ,SILVERTHORNE,-106.23,39.77,B,1,Y,554 ,166 ,28187 ,28053 ,36723 ,27750 ,26605 ,38187 ,32271 ,34321 ,37401 ,30356 ,37642 ,49035 ,406529 
1011 ,1526 ,MANTECA,-121.19,37.84,B,3, ,555 ,76 ,25958 ,27127 ,35511 ,26834 ,25727 ,35168 ,29720 ,31608 ,35581 ,29091 ,33531 ,44024 ,379879 
1012 ,1527 ,SACRAMENTO,-121.42,38.46,A,3,Y,555 ,31 ,40997 ,40802 ,53412 ,42379 ,40631 ,55541 ,46937 ,49918 ,56194 ,45944 ,52957 ,69527 ,595239 
1013 ,1528 ,BETHEL,-73.4,41.42,AA,1, ,579 ,155 ,59829 ,62522 ,81845 ,61846 ,59295 ,81054 ,68497 ,72849 ,79386 ,64434 ,79898 ,104081 ,875535 
1014 ,1529 ,MT PLEASANT,-79.86,32.82,B,7, ,594 ,130 ,33599 ,35112 ,45963 ,34732 ,33299 ,45519 ,38468 ,40911 ,44583 ,36185 ,44870 ,58451 ,491692 
1015 ,1530 ,MUNCIE,-85.36,40.25,C,1,Y,559 ,76 ,27369 ,28601 ,37441 ,28292 ,27125 ,37079 ,31335 ,33325 ,36316 ,29476 ,36550 ,47613 ,400521 
1016 ,1531 ,WACO,-97.19,31.54,A,4, ,3801 ,83 ,38274 ,39996 ,52358 ,39564 ,37932 ,51852 ,43819 ,46603 ,50785 ,41220 ,51113 ,66583 ,560098 
1017 ,1532 ,NASHUA NW,-71.52,42.78,C,1, ,579 ,150 ,25613 ,26766 ,35038 ,26476 ,25384 ,34699 ,29324 ,31187 ,33985 ,27584 ,34205 ,44557 ,374817 
